ad_id,created_date,market,language,ad_format,industry_vertical,advertiser_tier,campaign_objective,policy_category,risk_level,ad_text,landing_page_claim,golden_label,human_label,llm_label,llm_confidence_score,human_confidence_score,review_time_seconds,appeal_submitted,appeal_result,bpo_team,reviewer_tenure,error_type,is_llm_correct,is_human_correct,is_human_ai_agreement,is_advertiser_over_rejection,is_policy_risk_miss,is_low_confidence_case,is_high_risk_approval_miss,recommended_action
AD00471,2024-06-13,US,English,Social Feed Ad,Education,small_business,App Installs,Landing Page Issue,medium,Best deal online — click here to learn more,Individual results may vary,rejected,rejected,rejected,0.928,0.976,201,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required
AD00472,2024-08-15,DE,German,Search Ad,Finance,small_business,Retargeting,Safe Ad,low,"Join over 500,000 happy customers worldwide",Offer valid while stocks last,approved,approved,approved,0.82,0.889,38,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00473,2024-04-29,FR,French,App Install Ad,Education,enterprise,Conversions,Restricted Product,medium,Online pharmacy with prescription delivery service,Age verification required,rejected,rejected,approved_limited,0.454,0.931,97,False,not_submitted,BPO_D,experienced,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review
AD00474,2024-10-11,UK,English,Display Ad,Mobile Apps,enterprise,Traffic,Safe Ad,low,Download our app and track your order in real time,Subject to regulatory approval,approved,approved_limited,approved,0.949,0.414,52,True,reversed,BPO_D,new,none,True,False,False,False,False,False,False,flag_for_calibration
AD00475,2024-03-27,US,English,Social Feed Ad,Beauty,small_business,App Installs,Safe Ad,low,Explore thousands of products at unbeatable prices,Free trial followed by monthly subscription,approved_limited,approved_limited,approved_limited,0.964,0.99,21,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00476,2024-05-09,US,English,Search Ad,Health and Wellness,small_business,Brand Awareness,Landing Page Issue,high,Your custom quote is ready — click to view,Pricing subject to change,rejected,rejected,rejected,0.932,0.873,171,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00477,2024-06-19,DE,German,Display Ad,Travel,mid_market,Retargeting,Safe Ad,medium,New meal delivery plan for busy professionals,Not available in all regions,approved,approved,approved_limited,0.56,0.879,57,False,not_submitted,BPO_E,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD00478,2024-12-01,ES,Spanish,Video Ad,E-commerce,mid_market,App Installs,Brand Safety Risk,medium,Side-by-side comparisons of competing products,Professional advice recommended,rejected,rejected,rejected,0.954,0.954,165,True,upheld,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00479,2024-07-13,ES,Spanish,Social Feed Ad,Food and Beverage,small_business,Conversions,Adult or Suggestive Content,medium,Lifestyle subscription — for consenting adults only,Standard delivery times apply,approved_limited,approved_limited,rejected,0.595,0.839,92,False,not_submitted,BPO_D,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD00480,2024-11-02,US,English,App Install Ad,Gaming,enterprise,App Installs,Brand Safety Risk,high,Consumer comparison tool for popular categories,Promotional pricing for new customers only,approved_limited,approved_limited,approved_limited,0.916,0.907,165,True,upheld,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00481,2024-02-20,US,English,Search Ad,Retail,small_business,Lead Generation,Political or Sensitive Content,medium,Support our movement for local community change,Clinically inspired formula,approved_limited,approved,approved,0.961,0.57,211,False,not_submitted,BPO_A,new,policy_risk_miss,False,False,True,False,True,False,False,add_to_model_feedback
AD00482,2024-01-31,UK,English,Search Ad,Finance,small_business,Conversions,Restricted Product,medium,Licensed lottery tickets available in your region,Rates may vary by eligibility,rejected,rejected,escalated,0.404,0.968,117,False,not_submitted,BPO_E,intermediate,policy_risk_miss,False,True,False,False,True,True,False,route_to_human_review
AD00483,2024-07-02,ES,Spanish,Display Ad,E-commerce,enterprise,Traffic,Misleading Claim,medium,Scientifically proven to work in just one week,Results depend on individual use,escalated,escalated,rejected,0.33,0.965,138,False,not_submitted,BPO_B,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD00484,2024-11-25,US,English,Display Ad,Beauty,mid_market,Sales,Political or Sensitive Content,medium,Register to participate in local elections,No purchase required,approved_limited,approved_limited,approved_limited,0.882,0.906,90,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00485,2024-03-26,FR,French,Shopping Ad,Finance,small_business,Brand Awareness,Safe Ad,low,Discover our latest seasonal offers,Terms and conditions apply,approved,approved,approved,0.978,0.929,39,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00486,2024-03-22,US,English,App Install Ad,Finance,mid_market,Conversions,Safe Ad,low,Try our award-winning customer service,Limited availability,approved,approved,approved,0.943,0.926,32,True,upheld,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00487,2024-02-24,DE,German,Shopping Ad,Food and Beverage,strategic_account,App Installs,Safe Ad,low,"Join over 500,000 happy customers worldwide",Customer testimonials shown,approved,approved,approved,0.85,0.916,23,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00488,2024-12-03,UK,English,Search Ad,E-commerce,small_business,Retargeting,Health Claim,high,Wellness supplements crafted from natural extracts,Subscription renews monthly,approved_limited,approved_limited,approved_limited,0.887,0.935,151,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00489,2024-02-03,ES,Spanish,Video Ad,Finance,mid_market,Sales,Scam or Suspicious Offer,high,Congratulations — you qualify for a special offer,Check local rules before applying,rejected,rejected,rejected,0.869,0.965,155,True,upheld,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00490,2024-08-18,ES,Spanish,Social Feed Ad,E-commerce,small_business,App Installs,Scam or Suspicious Offer,high,Verify your account to receive your free reward,Product information updated regularly,rejected,rejected,rejected,0.976,0.857,243,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00491,2024-05-18,IT,Italian,Display Ad,Travel,mid_market,Traffic,Financial Product Claim,low,Compare flexible loan options in minutes,Individual results may vary,approved,approved,approved,0.984,0.972,48,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00492,2024-05-30,ES,Spanish,Social Feed Ad,Food and Beverage,mid_market,Brand Awareness,Scam or Suspicious Offer,medium,You have been selected for an exclusive prize,Offer valid while stocks last,rejected,rejected,approved_limited,0.381,0.959,68,True,upheld,BPO_E,experienced,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review
AD00493,2024-09-16,IT,Italian,Display Ad,Retail,small_business,App Installs,Political or Sensitive Content,high,Civic engagement platform — your voice matters,Age verification required,approved_limited,approved_limited,approved,0.512,0.963,245,False,not_submitted,BPO_D,new,high_risk_approval_miss,False,True,False,False,True,True,True,escalate_to_human_review
AD00494,2024-06-08,US,English,Display Ad,Beauty,small_business,Retargeting,Safe Ad,low,Try our gaming app with exclusive starter rewards,Subject to regulatory approval,approved,approved,approved,0.869,0.926,29,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00495,2024-01-09,BR,Portuguese,Shopping Ad,Mobile Apps,enterprise,App Installs,Health Claim,medium,Daily nutrition designed for active adults,Free trial followed by monthly subscription,approved_limited,approved,approved,0.346,0.372,103,False,not_submitted,BPO_D,experienced,claim_substantiation_issue,False,False,True,False,True,True,False,route_to_human_review
AD00496,2024-07-24,ES,Spanish,Display Ad,E-commerce,small_business,Sales,Safe Ad,low,Get 20% off your first skincare order today,Pricing subject to change,approved,approved,approved,0.957,0.94,22,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00497,2024-01-10,DE,German,App Install Ad,Mobile Apps,enterprise,App Installs,Safe Ad,low,Summer sale now on — limited time only,Not available in all regions,approved,approved,approved,0.967,0.856,57,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required
AD00498,2024-11-04,ES,Spanish,Display Ad,Beauty,small_business,App Installs,Landing Page Issue,low,Pricing varies — visit site for accurate information,Professional advice recommended,approved_limited,approved_limited,rejected,0.46,0.917,63,False,not_submitted,BPO_A,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD00499,2024-12-11,US,English,Search Ad,Education,enterprise,Lead Generation,Health Claim,medium,Boost your morning routine with our daily blend,Standard delivery times apply,approved_limited,rejected,approved_limited,0.909,0.502,87,True,upheld,BPO_D,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD00500,2024-11-01,DE,German,Display Ad,Retail,mid_market,Lead Generation,Health Claim,high,Formulated to support healthy joints and mobility,Promotional pricing for new customers only,approved_limited,approved_limited,approved,0.854,0.977,158,False,not_submitted,BPO_E,intermediate,high_risk_approval_miss,False,True,False,False,True,False,True,escalate_to_human_review
AD00501,2024-05-30,IT,Italian,Search Ad,Beauty,small_business,Lead Generation,Safe Ad,low,Try our award-winning customer service,Clinically inspired formula,approved,approved,approved,0.909,0.99,35,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00502,2024-05-31,MX,Spanish,Video Ad,Food and Beverage,enterprise,App Installs,Misleading Claim,low,The only product that truly delivers on its promise,Rates may vary by eligibility,rejected,rejected,rejected,0.928,0.968,64,True,upheld,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00503,2024-08-01,MX,Spanish,Search Ad,Health and Wellness,enterprise,Retargeting,Financial Product Claim,low,Apply for a business credit line with no hidden fees,Results depend on individual use,approved,approved,rejected,0.304,0.853,47,False,not_submitted,BPO_C,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD00504,2024-11-05,DE,German,Social Feed Ad,Retail,mid_market,Lead Generation,Safe Ad,low,Download our app and track your order in real time,No purchase required,approved,escalated,approved,0.963,0.566,35,False,not_submitted,BPO_D,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD00505,2024-10-01,DE,German,Shopping Ad,Food and Beverage,mid_market,App Installs,Safe Ad,medium,Explore thousands of products at unbeatable prices,Terms and conditions apply,approved,approved,approved,0.945,0.913,60,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00506,2024-06-21,BR,Portuguese,Display Ad,Retail,mid_market,Retargeting,Landing Page Issue,medium,Your custom quote is ready — click to view,Limited availability,approved_limited,approved_limited,rejected,0.895,0.982,92,False,not_submitted,BPO_E,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback
AD00507,2024-10-23,US,English,Search Ad,Mobile Apps,mid_market,Conversions,Financial Product Claim,high,Open a savings account and start earning today,Customer testimonials shown,approved,approved,approved,0.95,0.893,158,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00508,2024-06-01,BR,Portuguese,Video Ad,E-commerce,mid_market,Conversions,Adult or Suggestive Content,low,Exclusive member content for adult subscribers,Subscription renews monthly,rejected,rejected,rejected,0.94,0.959,52,True,upheld,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00509,2024-10-07,DE,German,Shopping Ad,Gaming,enterprise,App Installs,Safe Ad,low,Try our gaming app with exclusive starter rewards,Check local rules before applying,approved,approved,escalated,0.93,0.904,20,False,not_submitted,BPO_B,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback
AD00510,2024-03-29,FR,French,Social Feed Ad,Education,small_business,Lead Generation,Restricted Product,medium,Adult entertainment content — 18 years and over,Product information updated regularly,rejected,approved,approved_limited,0.358,0.486,81,False,not_submitted,BPO_B,intermediate,market_nuance_error,False,False,False,False,True,True,False,route_to_human_review
AD00511,2024-06-14,FR,French,Search Ad,Health and Wellness,mid_market,Lead Generation,Health Claim,low,Natural supplement to support your daily routine,Individual results may vary,approved,escalated,approved_limited,0.492,0.643,87,False,not_submitted,BPO_A,new,over_rejection,False,False,False,True,False,True,False,route_to_human_review
AD00512,2024-10-29,BR,Portuguese,Social Feed Ad,E-commerce,mid_market,Sales,Misleading Claim,medium,The only product that truly delivers on its promise,Offer valid while stocks last,rejected,escalated,escalated,0.414,0.394,117,False,not_submitted,BPO_A,intermediate,market_nuance_error,False,False,True,False,True,True,False,route_to_human_review
AD00513,2024-03-30,FR,French,Video Ad,Beauty,strategic_account,App Installs,Brand Safety Risk,high,Off-brand gadgets with comparable performance,Age verification required,approved_limited,approved_limited,approved_limited,0.975,0.952,163,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00514,2024-08-14,US,English,Display Ad,Mobile Apps,small_business,Lead Generation,Restricted Product,high,Age-verified adult subscription platform,Subject to regulatory approval,rejected,rejected,rejected,0.943,0.859,146,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00515,2024-04-12,US,English,Search Ad,Finance,small_business,App Installs,Safe Ad,medium,Discover our latest seasonal offers,Free trial followed by monthly subscription,approved,approved,approved,0.936,0.955,30,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00516,2024-06-06,UK,English,App Install Ad,Gaming,small_business,Retargeting,Restricted Product,medium,Regulated gambling platform — play responsibly,Pricing subject to change,rejected,rejected,rejected,0.82,0.921,115,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00517,2024-04-28,US,English,Search Ad,Gaming,mid_market,Retargeting,Financial Product Claim,medium,Open a savings account and start earning today,Not available in all regions,approved,escalated,approved,0.911,0.432,140,False,not_submitted,BPO_A,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD00518,2024-08-29,IT,Italian,Search Ad,E-commerce,mid_market,Conversions,Safe Ad,medium,New styles added daily — shop now,Professional advice recommended,approved,approved,approved,0.885,0.848,96,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required
AD00519,2024-10-02,FR,French,Search Ad,Food and Beverage,small_business,Traffic,Safe Ad,high,Download our app and track your order in real time,Standard delivery times apply,approved,approved_limited,approved,0.937,0.46,165,True,upheld,BPO_A,new,none,True,False,False,False,False,False,False,flag_for_calibration
AD00520,2024-11-10,BR,Portuguese,Social Feed Ad,Retail,small_business,Traffic,Landing Page Issue,medium,Details not shown here — view on our landing page,Promotional pricing for new customers only,rejected,rejected,rejected,0.897,0.966,133,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00521,2024-05-09,BR,Portuguese,Video Ad,Travel,enterprise,App Installs,Safe Ad,low,This course helps beginners learn data analytics,Clinically inspired formula,approved,approved,approved,0.948,0.987,42,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00522,2024-03-13,US,English,Display Ad,Mobile Apps,mid_market,Brand Awareness,Financial Product Claim,medium,Low-interest personal finance solutions available now,Rates may vary by eligibility,escalated,escalated,escalated,0.965,0.807,20,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00523,2024-12-05,UK,English,Video Ad,Health and Wellness,mid_market,Traffic,Adult or Suggestive Content,medium,Lingerie and intimate wear — discreet delivery,Results depend on individual use,approved,approved,approved,0.918,0.952,149,False,not_submitted,BPO_B,new,none,True,True,True,False,False,False,False,no_action_required
AD00524,2024-05-23,ES,Spanish,Social Feed Ad,Retail,small_business,App Installs,Health Claim,medium,Plant-based ingredients for a balanced lifestyle,No purchase required,approved_limited,approved_limited,approved_limited,0.982,0.944,155,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required
AD00525,2024-08-26,FR,French,Display Ad,Health and Wellness,small_business,Lead Generation,Adult or Suggestive Content,low,Romance and mature content — 18 plus only,Terms and conditions apply,approved_limited,approved_limited,approved_limited,0.946,0.903,62,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required
AD00526,2024-05-18,US,English,App Install Ad,Beauty,small_business,Retargeting,Safe Ad,high,Get 20% off your first skincare order today,Limited availability,approved_limited,approved_limited,approved_limited,0.807,0.951,133,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00527,2024-10-31,MX,Spanish,Display Ad,Beauty,small_business,Brand Awareness,Safe Ad,low,Summer sale now on — limited time only,Customer testimonials shown,approved,rejected,approved,0.926,0.51,31,False,not_submitted,BPO_A,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD00528,2024-01-28,MX,Spanish,Search Ad,Finance,mid_market,Lead Generation,Misleading Claim,medium,One simple approach to improve your outcomes fast,Subscription renews monthly,rejected,rejected,approved,0.927,0.942,169,False,not_submitted,BPO_E,new,market_nuance_error,False,True,False,False,True,False,False,add_to_model_feedback
AD00529,2024-01-15,BR,Portuguese,App Install Ad,Mobile Apps,small_business,Brand Awareness,Political or Sensitive Content,high,Sign the petition for transparent public spending,Check local rules before applying,approved,escalated,approved,0.894,0.432,172,False,not_submitted,BPO_C,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD00530,2024-05-01,US,English,Shopping Ad,E-commerce,small_business,Traffic,Safe Ad,low,Discover our latest seasonal offers,Product information updated regularly,approved,approved,approved,0.932,0.934,20,True,reversed,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00531,2024-05-31,IT,Italian,Display Ad,Food and Beverage,small_business,App Installs,Scam or Suspicious Offer,high,Win a free gift card after completing a quick survey,Individual results may vary,rejected,rejected,rejected,0.977,0.927,254,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00532,2024-10-05,IT,Italian,Shopping Ad,Gaming,small_business,Lead Generation,Restricted Product,high,Licensed lottery tickets available in your region,Offer valid while stocks last,rejected,rejected,rejected,0.893,0.828,250,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required
AD00533,2024-06-20,US,English,Video Ad,Health and Wellness,small_business,Conversions,Political or Sensitive Content,high,Civic engagement platform — your voice matters,Age verification required,approved_limited,approved_limited,approved_limited,0.974,0.884,191,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00534,2024-04-02,ES,Spanish,Display Ad,Gaming,small_business,Lead Generation,Restricted Product,high,Age-verified adult subscription platform,Subject to regulatory approval,rejected,approved_limited,rejected,0.923,0.616,187,False,not_submitted,BPO_E,experienced,none,True,False,False,False,False,False,False,flag_for_calibration
AD00535,2024-01-28,FR,French,Shopping Ad,Finance,small_business,Brand Awareness,Adult or Suggestive Content,medium,Romance and mature content — 18 plus only,Free trial followed by monthly subscription,escalated,escalated,escalated,0.974,0.905,194,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required
AD00536,2024-10-22,UK,English,Shopping Ad,Finance,mid_market,Brand Awareness,Adult or Suggestive Content,high,Dating service for singles — create your profile,Pricing subject to change,approved,escalated,rejected,0.807,0.478,203,False,not_submitted,BPO_D,new,over_rejection,False,False,False,True,False,False,False,add_to_model_feedback
AD00537,2024-07-04,DE,German,Display Ad,Travel,strategic_account,Retargeting,Scam or Suspicious Offer,high,Exclusive offer — act now or lose your spot,Not available in all regions,escalated,escalated,rejected,0.336,0.955,121,False,not_submitted,BPO_E,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD00538,2024-12-14,UK,English,Social Feed Ad,Food and Beverage,mid_market,Conversions,Adult or Suggestive Content,medium,Exclusive member content for adult subscribers,Professional advice recommended,rejected,rejected,rejected,0.941,0.905,99,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00539,2024-04-30,UK,English,Display Ad,Travel,small_business,Brand Awareness,Scam or Suspicious Offer,high,Congratulations — you qualify for a special offer,Standard delivery times apply,rejected,rejected,rejected,0.976,0.91,173,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00540,2024-03-22,BR,Portuguese,Search Ad,Finance,strategic_account,App Installs,Misleading Claim,low,Stop wasting money — our solution pays for itself,Promotional pricing for new customers only,escalated,escalated,escalated,0.862,0.966,59,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00541,2024-04-09,MX,Spanish,App Install Ad,Food and Beverage,strategic_account,Retargeting,Misleading Claim,medium,Results guaranteed or full refund — no questions asked,Clinically inspired formula,escalated,rejected,rejected,0.458,0.627,79,False,not_submitted,BPO_D,new,over_rejection,False,False,True,True,False,True,False,route_to_human_review
AD00542,2024-05-29,ES,Spanish,Social Feed Ad,Education,mid_market,Retargeting,Political or Sensitive Content,low,Join the conversation about fair representation,Rates may vary by eligibility,approved,approved,approved,0.952,0.936,65,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00543,2024-02-21,BR,Portuguese,Social Feed Ad,Finance,small_business,Brand Awareness,Safe Ad,low,Free delivery on orders over 30 EUR,Results depend on individual use,approved,approved,approved,0.893,0.961,39,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00544,2024-02-17,MX,Spanish,Social Feed Ad,Mobile Apps,enterprise,Lead Generation,Safe Ad,low,Shop the new collection — fresh arrivals weekly,No purchase required,approved,approved,approved_limited,0.426,0.895,30,False,not_submitted,BPO_B,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD00545,2024-10-16,UK,English,Social Feed Ad,Mobile Apps,strategic_account,App Installs,Financial Product Claim,high,Fast approval personal loans — apply today,Terms and conditions apply,rejected,rejected,rejected,0.892,0.962,117,True,upheld,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00546,2024-09-09,DE,German,Display Ad,Education,enterprise,Brand Awareness,Adult or Suggestive Content,medium,Dating service for singles — create your profile,Limited availability,approved,approved,approved,0.92,0.948,78,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00547,2024-07-02,US,English,App Install Ad,Finance,mid_market,Sales,Brand Safety Risk,low,Aggregated reviews for popular consumer brands,Customer testimonials shown,escalated,escalated,escalated,0.905,0.97,43,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00548,2024-06-25,FR,French,Social Feed Ad,E-commerce,mid_market,Conversions,Adult or Suggestive Content,medium,Exclusive member content for adult subscribers,Subscription renews monthly,rejected,escalated,rejected,0.948,0.564,151,False,not_submitted,BPO_C,new,none,True,False,False,False,False,False,False,flag_for_calibration
AD00549,2024-06-30,BR,Portuguese,Social Feed Ad,Gaming,strategic_account,Retargeting,Landing Page Issue,low,Offer subject to eligibility — check website,Check local rules before applying,approved_limited,escalated,approved_limited,0.903,0.474,37,False,not_submitted,BPO_E,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD00550,2024-08-02,DE,German,Video Ad,Health and Wellness,small_business,Sales,Safe Ad,low,Explore thousands of products at unbeatable prices,Product information updated regularly,approved_limited,approved_limited,approved_limited,0.904,0.967,21,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00551,2024-04-14,DE,German,Display Ad,E-commerce,small_business,Traffic,Misleading Claim,high,Results guaranteed or full refund — no questions asked,Individual results may vary,approved_limited,approved_limited,rejected,0.448,0.836,170,False,not_submitted,BPO_A,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD00552,2024-10-11,UK,English,Search Ad,Health and Wellness,enterprise,Conversions,Scam or Suspicious Offer,high,You have been selected for an exclusive prize,Offer valid while stocks last,rejected,rejected,rejected,0.957,0.876,372,True,upheld,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required
AD00553,2024-01-03,UK,English,Display Ad,Health and Wellness,small_business,Conversions,Scam or Suspicious Offer,high,Claim your free device — only 3 slots remaining,Age verification required,escalated,escalated,escalated,0.907,0.959,165,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required
AD00554,2024-10-10,MX,Spanish,Search Ad,Food and Beverage,small_business,Brand Awareness,Scam or Suspicious Offer,high,Limited slots available — register before midnight,Subject to regulatory approval,rejected,rejected,approved_limited,0.377,0.95,124,False,not_submitted,BPO_E,experienced,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review
AD00555,2024-10-16,FR,French,Social Feed Ad,Health and Wellness,small_business,Conversions,Financial Product Claim,low,Fast approval personal loans — apply today,Free trial followed by monthly subscription,rejected,rejected,rejected,0.964,0.888,50,True,upheld,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00556,2024-07-07,UK,English,Shopping Ad,Gaming,small_business,Lead Generation,Brand Safety Risk,high,Budget alternatives for expensive branded goods,Pricing subject to change,approved_limited,approved_limited,approved_limited,0.961,0.973,197,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required
AD00557,2024-04-17,US,English,Display Ad,Gaming,small_business,Conversions,Misleading Claim,high,Earn passive income with our proven system,Not available in all regions,approved_limited,approved_limited,escalated,0.453,0.967,263,False,not_submitted,BPO_D,new,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD00558,2024-11-18,DE,German,Display Ad,Beauty,mid_market,Traffic,Landing Page Issue,high,Pricing varies — visit site for accurate information,Professional advice recommended,approved,approved,approved,0.94,0.967,279,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD00559,2024-10-25,ES,Spanish,Social Feed Ad,Mobile Apps,mid_market,App Installs,Brand Safety Risk,medium,Switch and save — see how alternatives stack up,Standard delivery times apply,rejected,rejected,rejected,0.937,0.929,90,True,upheld,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00560,2024-12-06,DE,German,Search Ad,Retail,mid_market,Lead Generation,Restricted Product,high,Adult entertainment content — 18 years and over,Promotional pricing for new customers only,approved,approved,approved,0.972,0.937,188,True,upheld,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required
AD00561,2024-01-06,FR,French,App Install Ad,Education,small_business,App Installs,Safe Ad,low,Try our award-winning customer service,Clinically inspired formula,approved,approved_limited,approved,0.906,0.318,31,False,not_submitted,BPO_A,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD00562,2024-08-18,UK,English,Display Ad,Education,strategic_account,Conversions,Safe Ad,low,"Join over 500,000 happy customers worldwide",Rates may vary by eligibility,approved_limited,rejected,approved_limited,0.901,0.567,27,True,upheld,BPO_C,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD00563,2024-01-03,BR,Portuguese,Search Ad,Finance,mid_market,Lead Generation,Scam or Suspicious Offer,medium,Claim your free device — only 3 slots remaining,Results depend on individual use,approved_limited,escalated,approved_limited,0.841,0.439,120,False,not_submitted,BPO_B,new,none,True,False,False,False,False,False,False,flag_for_calibration
AD00564,2024-01-15,ES,Spanish,Search Ad,Mobile Apps,strategic_account,Retargeting,Safe Ad,low,Download our app and track your order in real time,No purchase required,approved,approved,approved,0.811,0.934,45,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required
AD00565,2024-01-23,ES,Spanish,App Install Ad,Food and Beverage,small_business,Sales,Safe Ad,high,Explore thousands of products at unbeatable prices,Terms and conditions apply,approved,approved,approved,0.941,0.99,102,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD00566,2024-10-10,IT,Italian,Display Ad,Gaming,small_business,Conversions,Financial Product Claim,medium,Compare mortgage options across top lenders,Limited availability,escalated,escalated,approved_limited,0.325,0.919,20,False,not_submitted,BPO_B,experienced,claim_substantiation_issue,False,True,False,False,True,True,False,route_to_human_review
AD00567,2024-09-22,BR,Portuguese,Social Feed Ad,Food and Beverage,enterprise,Conversions,Scam or Suspicious Offer,high,Exclusive offer — act now or lose your spot,Customer testimonials shown,rejected,approved,rejected,0.969,0.34,195,False,not_submitted,BPO_C,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
